id,author_name,country
4876,Broderick Abernathy,Panama City
4877,Adrienne Schamberger,Pyongyang
4878,Mickey Schmitt,Tunis
4879,Donna Abbott,Djibouti
4880,Marget Beier,Manila
4881,Eulah Corwin,Bujumbura
4882,John Kuvalis,Brasilia
4883,Yuette Lowe,Belmopan
4884,Leesa Heidenreich,Taipei
4885,Rueben Bins,Maputo
4886,Latricia Beier,Juba
4887,Karmen Ebert,Budapest
4888,Erin Auer,Dhaka
4889,Marion Hartmann,Santiago
4890,Belen MacGyver,Chisinau
4891,Voncile Braun,Melekeok
4892,Arianne Will,Majuro
4893,Toya Howell,Porto-Novo
4894,William Kuvalis,Saint George's
4895,Carly Feil,Algiers
4896,Sandee Collins,Nuku'alofa
4897,Eldridge Hayes,Belgrade
4898,Gema Gutkowski,Praia Bangui
4899,Timothy Stamm,Tallinn
4900,Antonio Ratke,Dushanbe
4901,Seth Bednar,Mbabane
4902,Renata Harber,Libreville
4903,Nery Gleason,Valletta
4904,German Olson,Minsk
4905,Weldon Luettgen,Praia Bangui
4906,Taunya Collins,Bangkok
4907,Stella Simonis,Podgorica
4908,Melani Oberbrunner,Antananarivo
4909,Nicholas Little,Panama City
4910,Rasheeda Schmitt,Pyongyang
4911,Stormy Swaniawski,Belmopan
4912,Man Braun,Brazzaville
4913,Edgar Bayer,Washington D.C.
4914,Geraldo Lockman,Bucharest
4915,Cleopatra Rempel,Monrovia
4916,Mireille Volkman,Pristina
4917,Rolf Muller,Taipei
4918,Dwain Spinka,Rome
4919,Donita Ondricka,Bogota
4920,Kacey Fritsch,Maputo
4921,Billie Keeling,San Marino
4922,Clemmie Bradtke,Thimphu
4923,Joetta Boehm,Canberra
4924,Jay Mertz,Georgetown
4925,Maisie Bashirian,Dublin
4926,Tanisha Zemlak,Sanaa
4927,Joella Kiehn,Oslo
4928,Mandi Braun,Saint John's
4929,Tajuana Wolff,Bishkek
4930,Suzy Gleichner,Khartoum
4931,Stephany Bahringer,Georgetown
4932,Felicitas Maggio,Abu Dhabi
4933,Linnie Reinger,Prince
4934,Vicente Morar,Niamey
4935,Osvaldo Baumbach,Lima
4936,Renato Wyman,Belgrade
4937,Levi Stiedemann,Tehran
4938,Foster Howell,Libreville
4939,Ivory Pacocha,Freetown
4940,Renaldo Wolf,Asmara
4941,Franklin Tromp,Sofia
4942,Thomasena Yost,Honiara
4943,Lonna Conroy,Tashkent
4944,Dylan Schinner,Quito
4945,Brendan Zieme,Sofia
4946,Tessie Brakus,Havana
4947,Ulysses Rice,Mogadishu
4948,Gerald Romaguera,Monrovia
4949,Lesha Thompson,Lima
4950,Analisa Gibson,Banjul
4951,Harold Mann,Singapore
4952,Jamey Hammes,Guatemala City
4953,Ray Hyatt,Copenhagen
4954,Julius Harris,Paramaribo
4955,Clyde Casper,Windhoek
4956,Clark Mueller,Lilongwe
4957,Morgan Hilpert,New Delhi
4958,Rolland Kilback,Antananarivo
4959,Terrence Barrows,Panama City
4960,Donita Wiegand,Tbilisi
4961,Jayson Koss,Victoria
4962,Illa Tremblay,Astana
4963,Cornell Schaefer,Vaiaku village
4964,Jorge Miller,Beirut
4965,Brigette Hudson,Luanda
4966,Tamie Graham,Antananarivo
4967,Siu Kirlin,Kabul
4968,Everett Roob,Vatican City
4969,Dalton Shields,Washington D.C.
4970,Patricia Christiansen,Yaounde
4971,Jamal Roberts,Singapore
4972,Ozell Metz,Malabo
4973,Fredda Fritsch,Ulaanbaatar
4974,Emmie Homenick,Madrid
4975,Cedrick Hegmann,Lilongwe
4976,Solomon Gleason,Tbilisi
4977,Laverna Nicolas,Moscow
4978,Beckie Wunsch,Luxembourg
4979,Cedrick Bednar,Suva
4980,Lesha Lesch,Conakry
4981,Maisha Shields,Freetown
4982,Britt Hilll,Doha
4983,Rafael Beier,Canberra
4984,Ronni Mosciski,Valletta
4985,Magdalena Welch,Yaounde
4986,Isaias Goodwin,Doha
4987,Delmy Legros,Colombo
4988,Isidro Dach,Khartoum
4989,Clifford Mills,Banjul
4990,Latoya Bergstrom,London
4991,Birdie Schuster,Reykjavik
4992,Malorie Little,Pyongyang
4993,Katelynn Walter,Quito
4994,Latashia Lemke,Dakar
4995,Weldon Wolff,Madrid
4996,Caitlyn Mayer,Malabo
4997,Dodie Leannon,Harare
4998,Babara Schultz,Canberra
4999,Theron Spencer,Tunis
5000,Valene Hodkiewicz,Belmopan
5001,Andy Hirthe,Vatican City
5002,Devona Deckow,Nairobi
5003,Travis VonRueden,Chisinau
5004,Jimmie Mueller,Bridgetown
5005,Maris Hudson,Caracas
5006,Delois Schowalter,Damascus
5007,Graham Morar,Ljubljana
5008,Raymond Wiza,Bratislava
5009,Mohamed Connelly,Stockholm
5010,Buck Tillman,Hanoi
5011,Pedro Volkman,Yerevan
5012,Alphonse Kris,Libreville
5013,Odelia Klein,Algiers
5014,Mac Runolfsdottir,Doha
5015,Jorge Harber,Chisinau
5016,Gino Stiedemann,Tegucigalpa
5017,Adan Strosin,Male
5018,Rosalva Dooley,Conakry
5019,Marti Hyatt,Port Louis
5020,Chester Wisozk,Kabul
5021,Laticia O'Connell,Kuwait City
5022,Sona Gerhold,Maputo
5023,Luis Reinger,Zagreb
5024,Alex Kunde,Prague
5025,Melanie Sporer,Montevideo
5026,Shawnda Schowalter,Mexico City
5027,Oneida Turcotte,Port Louis
5028,Joellen Pfeffer,Chisinau
5029,Vince Okuneva,Berlin
5030,Jenette VonRueden,Panama City
5031,Juliann Hayes,Oslo
5032,Marissa Kilback,Georgetown
5033,Sabra Mitchell,Tegucigalpa
5034,Mallie Gibson,Kampala
5035,Benito Hermann,Skopje
5036,Aja Predovic,Majuro
5037,Ok Stanton,Quito
5038,Ellis Muller,Palikir
5039,Frank Gutkowski,Ouagadougou
5040,Malcom Pagac,Caracas
5041,Alane Walsh,Freetown
5042,Mayola Denesik,Ouagadougou
5043,Rosette Mante,Oslo
5044,Allan Carter,Manila
5045,Modesto Kertzmann,Roseau
5046,Charlotte Heller,Vaiaku village
5047,Shira Jast,Mbabane
5048,Virgie Schuppe,Madrid
5049,Renna Weimann,Kingston
5050,Nicholas Schumm,Khartoum
5051,Gilberto Schiller,Riyadh
5052,Keith Haag,Niamey
5053,Forrest Ziemann,Nassau
5054,Javier Walter,Abuja
5055,Rachal Haley,Montevideo
5056,Kathie Veum,Apia
5057,Nathaniel Jones,San Salvador
5058,Bella Grimes,Havana
5059,Goldie Boyer,Dublin
5060,Jamison Sipes,Canberra
5061,Allan Conroy,Astana
5062,Na Welch,Valletta
5063,Merlin O'Reilly,Vientiane
5064,Freddie Yost,Accra
5065,Pat Sipes,Port-of-Spain
5066,Carrol Collins,Rome
5067,Donte Stamm,Vienna
5068,Dione Okuneva,Port Louis
5069,Jesse Dare,Windhoek
5070,Naomi Fay,San Marino
5071,Elmo Willms,Vilnius
5072,Williemae Purdy,Basseterre
5073,Izetta Morar,Lusaka
5074,Burton Ankunding,Tbilisi
5075,Zachariah Dickinson,Ankara
5076,Chantell Armstrong,Dublin
5077,Noel D'Amore,Minsk
5078,Randell Wyman,Vilnius
5079,Alexis Gulgowski,Basseterre
5080,Beata Romaguera,Lilongwe
5081,Myles Swift,Bandar Seri Begawan
5082,Rayford Stiedemann,Lusaka
5083,Nigel Mueller,Castries
5084,Ned Keebler,Dakar
5085,Jacqulyn Sawayn,Gaborone
5086,Cecile Mueller,Port-of-Spain
5087,Rosaria Fay,Zagreb
5088,Bo Stroman,Manila
5089,Thea Bogan,Algiers
5090,Darcey Roob,Pristina
5091,Beatris Bartoletti,Brasilia
5092,Lilli Block,Nouakchott
5093,Chau Schuster,Bissau
5094,Nickie Corkery,Washington D.C.
5095,Ivey Turner,Ulaanbaatar
5096,Kasie Hahn,Havana
5097,Darnell Lindgren,Colombo
5098,Brande Borer,Prince
5099,Diedra Frami,New Delhi
5100,Claud Wiegand,Bamako
5101,Lucio Smith,Washington D.C.
5102,Rodrigo O'Reilly,Reykjavik
5103,Karolyn Russel,Bangkok
5104,Kim Pouros,Budapest
5105,Robbie Mraz,Manila
5106,Merrill Christiansen,Guatemala City
5107,Gustavo Beier,Jakarta
5108,Mary Will,Mexico City
5109,Parker Spinka,Lome
5110,Dia Reilly,Washington D.C.
5111,Roland Anderson,Djibouti
5112,Kristina Lowe,Seoul
5113,Antoinette Rogahn,Yerevan
5114,Titus King,Tirana
5115,Marc Schmidt,Ankara
5116,Emory Wisoky,Conakry
5117,Erminia Luettgen,Nassau
5118,Lena Harber,Pyongyang
5119,Gabriele West,Santo Domingo
5120,Armando Sporer,London
5121,Louella O'Kon,Zagreb
5122,Ima Price,Ljubljana
5123,Frank Lang,Tokyo
5124,Brooks Batz,Santo Domingo
5125,Stan O'Hara,Berlin
5126,Jeni Lind,Dakar
5127,Lorri Bradtke,Kigali
5128,Chery Hyatt,Manama
5129,Jason Carroll,Palikir
5130,Kiera Hackett,Vaiaku village
5131,Andre Little,Taipei
5132,Refugio Tremblay,Kingstown
5133,Diedre Swift,Muscat
5134,Erwin Wunsch,Praia Bangui
5135,Samara Torphy,Basseterre
5136,Cody Brekke,Manila
5137,Anamaria Howe,Honiara
5138,Burl Howe,Male
5139,Theodore Smitham,Prague
5140,Marcelo Boyer,Wellington
5141,Chang Auer,Abu Dhabi
5142,Glen Weimann,Yerevan
5143,Marcia Walker,Sanaa
5144,Florentino Strosin,Rabat
5145,Stephan Weber,Bern
5146,Shelby Rau,Athens
5147,Kami Fay,Mbabane
5148,Bobbie Dooley,Panama City
5149,Shanika Mohr,Maseru
5150,Malcolm Jacobi,Berlin
5151,Zachariah Dach,Tunis
5152,Harold Marks,Saint John's
5153,Audrey Gleichner,Ottawa
5154,Ralph Kutch,Lima
5155,Meghann Pacocha,Saint John's
5156,Shanae Harber,Phnom Penh
5157,Von Farrell,Bratislava
5158,Geoffrey Rath,Andorra la Vella
5159,Edmond Terry,Basseterre
5160,Raymonde Leuschke,Panama City
5161,Shannon Kris,Valletta
5162,Wilma Rippin,Mbabane
5163,Kasey Koepp,Nassau
5164,Josue Lowe,Prague
5165,Kathryn Torp,Hanoi
5166,Raymond Sauer,Port Louis
5167,Lloyd Will,Gaborone
5168,Eleonore Parisian,Prague
5169,Lon Corkery,Skopje
5170,Natosha MacGyver,Kingstown
5171,Lianne Lindgren,Jerusalem
5172,Modesta Howell,Dhaka
5173,Dylan Shanahan,Conakry
5174,Lyndon Graham,Bujumbura
5175,Dalia Kassulke,Bucharest
5176,Kai Batz,Libreville
5177,Brock Grady,Washington D.C.
5178,Sharice Hudson,Zagreb
5179,Gregg Beer,Helsinki
5180,Brittanie Marvin,Ulaanbaatar
5181,Cletus Hoppe,Ankara
5182,Robert Schaden,Berlin
5183,Antonia Torphy,Majuro
5184,Hans Stroman,Asuncion
5185,Wanita Waelchi,Vaiaku village
5186,Guy Gorczany,Djibouti
5187,Maureen Lowe,Port-Vila
5188,Eunice Armstrong,Beirut
5189,Stephan Frami,Managua
5190,Donnell Bode,Yaounde
5191,Felicitas Ritchie,Helsinki
5192,Aimee Bogisich,Washington D.C.
5193,Mike MacGyver,Amman
5194,Divina Deckow,Sao Tome
5195,Tam Grimes,Ashgabat
5196,Maybell Hilll,Vaduz
5197,Cherly Welch,Djibouti
5198,Meagan Senger,Ankara
5199,Wilmer Russel,Banjul
5200,Dannie Rogahn,Luanda
5201,Albert Spinka,Kingston
5202,Jeromy Mann,Porto-Novo
5203,Clyde Beahan,Nouakchott
5204,Enoch Bailey,Georgetown
5205,Lola Funk,Bogota
5206,Carri Kub,Minsk
5207,Simon Toy,Dakar
5208,Linwood Hegmann,Reykjavik
5209,Shandra Rowe,Oslo
5210,Kim Hodkiewicz,Djibouti
5211,Erasmo Tromp,Rome
5212,Richie Keeling,Ulaanbaatar
5213,Nila Greenfelder,Kigali
5214,Mitsue Volkman,Thimphu
5215,Julie Muller,Freetown
5216,Sierra Nolan,Suva
5217,Emmanuel Murazik,Tokyo
5218,Emanuel Nader,Antananarivo
5219,Beverly Buckridge,Taipei
5220,Mayola Steuber,Kuwait City
5221,Asia Shanahan,Vaiaku village
5222,Georgiann Wintheiser,Port Louis
5223,Kathleen Gibson,Malabo
5224,Beulah Becker,Paris
5225,Walker Hand,Muscat
5226,Armando Oberbrunner,Dhaka
5227,Colby Roob,Lilongwe
5228,Mack Kessler,Athens
5229,Daryl Hickle,Georgetown
5230,Colton Parker,Moroni
5231,Pamela Beer,Luanda
5232,Dolores Rippin,Canberra
5233,Tamra Greenholt,Buenos Aires
5234,Deirdre Tillman,N'Djamena
5235,Viva Bins,Basseterre
5236,Jacob Hayes,Buenos Aires
5237,Milda Conn,Thimphu
5238,Mendy Hartmann,Bandar Seri Begawan
5239,Rubie Gutkowski,Victoria
5240,Genaro Dickens,Luxembourg
5241,Hubert Murazik,Riyadh
5242,Jerold Leffler,Yerevan
5243,Izola Gleichner,Guatemala City
5244,Jeromy Jerde,Quito
5245,Erasmo Swift,Lusaka
5246,Winifred Waelchi,Brazzaville
5247,Laveta Keebler,Oslo
5248,Clemmie Cummerata,San Marino
5249,Staci Hane,Lima
5250,Luvenia Rutherford,Vatican City
5251,Florencio Rosenbaum,Tirana
5252,Nathan Cole,Nouakchott
5253,Alonzo Fritsch,Kigali
5254,Eddy Romaguera,Phnom Penh
5255,Odis Mills,Malabo
5256,Whitney Gleason,Tegucigalpa
5257,Magaret Thiel,Tegucigalpa
5258,Jeffery Collins,Moroni
5259,Madge Maggio,Asmara
5260,Lee Feeney,Bucharest
5261,Deandre Hauck,Kuwait City
5262,Reyna Towne,Juba
5263,Glenna Lemke,Zagreb
5264,Albertina Osinski,Caracas
5265,Corrina Hahn,Malabo
5266,Janey O'Hara,Banjul
5267,Francis Morissette,Kathmandu
5268,Kelvin Ward,Castries
5269,Rosario Schinner,Ouagadougou
5270,Renae Wyman,Amman
5271,Judson Maggio,Dushanbe
5272,Joeann Cole,Antananarivo
5273,Magdalena Lebsack,Abu Dhabi
5274,Quinton Koelpin,Port Louis
5275,Cordell Bins,Madrid
5276,Velva Torp,Santo Domingo
5277,Karren Kozey,Kingstown
5278,Ollie Batz,Maseru
5279,Mozell Mosciski,Bandar Seri Begawan
5280,September Klein,Seoul
5281,Arlinda Larkin,Doha
5282,Luis Frami,Pristina
5283,Asuncion Morissette,Palikir
5284,Jamel Labadie,Dili
5285,Dinorah O'Kon,Islamabad
5286,Neva Funk,Taipei
5287,Laurence Hayes,Tunis
5288,Donte Kling,Panama City
5289,Marvin Ernser,Prague
5290,Polly Roob,Chisinau
5291,Willene Kilback,Zagreb
5292,Anderson Brekke,Minsk
5293,Carolyn O'Reilly,Rabat
5294,Tawana Hodkiewicz,Taipei
5295,Edwardo Wilderman,Andorra la Vella
5296,Walter Yundt,N'Djamena
5297,Johnie Flatley,Nicosia
5298,Lanelle Hilll,N'Djamena
5299,Suzanna Hartmann,Helsinki
5300,Roseann Cronin,Dushanbe
5301,Jamey Armstrong,Vaduz
5302,Johnette Fritsch,Maputo
5303,Luba Lemke,Addis Ababa
5304,Emiko Cronin,Montevideo
5305,Garth Klein,Maseru
5306,Stewart Koelpin,Helsinki
5307,Malcom Runolfsdottir,Singapore
5308,Santo Hodkiewicz,Windhoek
5309,Beatriz Gibson,Dar es Salaam
5310,Douglass Batz,Astana
5311,Cleora Konopelski,Kathmandu
5312,Maryland Kassulke,Bratislava
5313,Kristie McGlynn,Nairobi
5314,Loyd Metz,Nuku'alofa
5315,Tristan Bernier,Prague
5316,Jaleesa Gorczany,Pristina
5317,Doretta Bayer,Prague
5318,Sharyl Emmerich,Lima
5319,Michaele Jacobs,Bern
5320,Kenny Lesch,Sanaa
5321,Afton Greenholt,Monrovia
5322,Cedrick Lang,Paris
5323,Joslyn Shields,Chisinau
5324,Warren Bailey,Canberra
5325,Clifford Dickinson,Nuku'alofa
5326,Andrew Walsh,Bandar Seri Begawan
5327,Collen Kuphal,Ankara
5328,Emely West,Yaounde
5329,Granville Schulist,Muscat
5330,Jeremy Ullrich,Addis Ababa
5331,Kindra MacGyver,Lome
5332,Theressa Hoeger,Kuala Lumpur
5333,Hayden Lehner,Kuala Lumpur
5334,Yuette Cremin,Bissau
5335,Asa Brekke,Dar es Salaam
5336,Mendy Nader,Washington D.C.
5337,Lorinda Luettgen,Port Moresby
5338,Nisha Champlin,Asuncion
5339,Woodrow Haley,Copenhagen
5340,Damian Hilpert,Sanaa
5341,Valorie Harber,Monaco
5342,Sean Adams,Moroni
5343,Marvin Langosh,Nassau
5344,Florine Kassulke,Skopje
5345,Terrance Yost,Jakarta
5346,Brett Emmerich,Quito
5347,Amee Marquardt,Jerusalem
5348,Richard Rutherford,Gaborone
5349,Rochell Denesik,Freetown
5350,Nigel Littel,Kampala
5351,Kermit Kuvalis,Antananarivo
5352,Glynda Kessler,Victoria
5353,Weston Koss,Tashkent
5354,Nathan McLaughlin,Georgetown
5355,Edmond Hintz,Kabul
5356,Arleen Schaefer,Amman
5357,Jalisa Considine,Riga
5358,Hubert Lebsack,Brussels
5359,Dustin Cormier,Malabo
5360,Phuong Jerde,Kingstown
5361,Tasia Marvin,Phnom Penh
5362,Margery Hammes,Andorra la Vella
5363,Wayne Wiza,Prince
5364,Buena Koch,Dili
5365,Hertha Kihn,Harare
5366,Seema Dickens,San Marino
5367,Lazaro Zemlak,Budapest
5368,Cassi Muller,Djibouti
5369,Quincy Abshire,Maseru
5370,Maxie Kozey,Antananarivo
5371,Tynisha Hayes,Harare
5372,Mitch Homenick,San Jose
5373,Angelic Homenick,Managua
5374,Missy Crona,Quito
5375,Cedric Gerlach,Kuala Lumpur
5376,Hans Hintz,Prince
5377,Stanton Marks,Damascus
5378,Joseph Roberts,Pyongyang
5379,Portia Hyatt,Ottawa
5380,Lacy Botsford,Bujumbura
5381,Petronila Swaniawski,Ashgabat
5382,Spencer Schroeder,Athens
5383,Lauren Volkman,Lilongwe
5384,Golda Hegmann,Porto-Novo
5385,Donnetta Kling,Tripoli
5386,Jasper Shanahan,Monaco
5387,Carola Klein,Freetown
5388,Whitney Wehner,Tehran
5389,Thanh Schuppe,Addis Ababa
5390,Denny Hettinger,Luxembourg
5391,Carey Roob,Port-of-Spain
5392,Ailene Sporer,Belmopan
5393,Candyce Will,Tehran
5394,Lyle Blick,Pyongyang
5395,Leticia Casper,Praia Bangui
5396,Ira Hilpert,Kinshasa
5397,Rick Hintz,Seoul
5398,Jamika Welch,Bamako
5399,Oren McCullough,Pristina
5400,Bess Okuneva,Dili
5401,Agustin Grant,Praia Bangui
5402,Esteban Monahan,Saint George's
5403,Vera Mosciski,Riga
5404,Aron Schumm,Brasilia
5405,Fleta Renner,Santiago
5406,Blake Spencer,Prince
5407,Burl Howell,Asuncion
5408,Houston Botsford,Lusaka
5409,Juan Langworth,Tokyo
5410,Tuan Schiller,Bucharest
5411,Patricia Reilly,Apia
5412,Ramiro Feil,Warsaw
5413,Maryland Yundt,Athens
5414,Cesar Fritsch,Seoul
5415,Josef Kiehn,Phnom Penh
5416,Thurman Emmerich,Belmopan
5417,Joane Shanahan,Moscow
5418,Thomasina Collier,Phnom Penh
5419,Mammie Hickle,Honiara
5420,Corine Lindgren,Guatemala City
5421,Odell Pollich,Bucharest
5422,Deidra Larson,Tokyo
5423,Indira Wiegand,Dublin
5424,Juliette Goldner,Palikir
5425,Barbar Buckridge,Baku
5426,Madelyn Zemlak,Riyadh
5427,Randy Ryan,Pristina
5428,Wilfred Bradtke,Brussels
5429,Eric Jerde,Niamey
5430,Gerald Wiegand,Panama City
5431,Duane Hoeger,Tirana
5432,Bettina Konopelski,London
5433,Jae Pollich,Porto-Novo
5434,Robt Rodriguez,Nuku'alofa
5435,Tabitha Heidenreich,Roseau
5436,Noble Emmerich,Banjul
5437,Bryant Crist,Vaiaku village
5438,Isaiah Bartell,Palikir
5439,Danyelle Daugherty,Djibouti
5440,Zack Lesch,Saint John's
5441,Gabriella Hagenes,Baghdad
5442,Zachary Stark,Brasilia
5443,Karl King,Brasilia
5444,Lore Kris,Copenhagen
5445,Jonah Jakubowski,Lima
5446,Clint Nader,Honiara
5447,Billie Wilderman,Freetown
5448,Corrine Sanford,Mexico City
5449,Nelson Yundt,Bissau
5450,Adan Kshlerin,Thimphu
5451,Benedict Effertz,Tokyo
5452,Roosevelt Spinka,New Delhi
5453,Preston Flatley,Algiers
5454,Dolly Kuhlman,Athens
5455,Nick Kozey,Niamey
5456,Jason Haley,Kuwait City
5457,Obdulia Renner,Astana
5458,Leonor Klein,Seoul
5459,Breana Greenholt,Bridgetown
5460,Treena Muller,Windhoek
5461,Tory Denesik,Kinshasa
5462,Violet Pfannerstill,Nouakchott
5463,Ervin Stehr,Manama
5464,Jean Graham,Lilongwe
5465,Michael Mueller,Budapest
5466,Brendan Glover,Dili
5467,Jessie Kreiger,Brazzaville
5468,Dotty Berge,Kingston
5469,Gil Botsford,Pyongyang
5470,Irish Kautzer,Praia Bangui
5471,Marvella Orn,Kigali
5472,Caitlyn Cormier,Copenhagen
5473,Orville King,Seoul
5474,Alfreda Carroll,Taipei
5475,Joanna Streich,Ouagadougou
5476,Cristopher Denesik,Victoria
5477,Isaias Durgan,Rabat
5478,Jen Kihn,Castries
5479,Russ Ferry,Maputo
5480,Tyrell Volkman,Doha
5481,Quinn Leannon,Moscow
5482,Alonso Rempel,Taipei
5483,Lorenzo Corwin,Nuku'alofa
5484,Evangeline Purdy,Podgorica
5485,Lynn Kilback,Quito
5486,Louvenia Schulist,Kuwait City
5487,Garry Rohan,Freetown
5488,Riley Little,Monaco
5489,Chong Koch,Tirana
5490,Deloise Effertz,Brussels
5491,Latasha Renner,Thimphu
5492,Humberto Morar,San Jose
5493,Marlena Denesik,Banjul
5494,Ema Emard,Maputo
5495,Ofelia Schmitt,Tbilisi
5496,Echo Goodwin,Porto-Novo
5497,Clarence Ankunding,Caracas
5498,Monty Reichel,Maputo
5499,Trey Kris,Taipei
5500,Doyle Hamill,Conakry
5501,Leslie Robel,Kyiv
5502,Elliott Orn,Havana
5503,Pedro Rippin,New Delhi
5504,Corey Swaniawski,Nicosia
5505,Zita Schmeler,Djibouti
5506,Marcelene King,Moscow
5507,Tuan Ward,Lusaka
5508,Keiko Jaskolski,Port Moresby
5509,Joan Douglas,Bishkek
5510,Shanell Veum,Tarawa Atoll
5511,Lionel Hintz,Beirut
5512,Jospeh Hettinger,Pyongyang
5513,Wen Frami,Windhoek
5514,Alonzo Feeney,Tripoli
5515,Beau Hartmann,Cairo
5516,Gaynelle Borer,Juba
5517,Grover Towne,Nouakchott
5518,Nicola Spencer,Port Moresby
5519,Cristy McDermott,Muscat
5520,Sandee Bosco,Muscat
5521,Fernando O'Conner,Havana
5522,Taylor Kerluke,Tirana
5523,Marcie Mayert,Guatemala City
5524,Nigel Bergstrom,Roseau
5525,Fidel Moore,Harare
5526,Lenita Witting,Bandar Seri Begawan
5527,Giuseppe Lynch,Reykjavik
5528,Dawn Larkin,Praia Bangui
5529,Magnolia Kulas,Bissau
5530,Maynard Christiansen,Dhaka
5531,Tobias Moore,Port-of-Spain
5532,Santos Leannon,Chisinau
5533,Rosario Beier,Ottawa
5534,Elouise Dach,Dakar
5535,Tory Schinner,Basseterre
5536,Felton Hoeger,Canberra
5537,Leopoldo Marvin,Palikir
5538,Osvaldo Schmeler,Panama City
5539,Elli Rice,Georgetown
5540,Elidia Krajcik,Dhaka
5541,Ted Ernser,Porto-Novo
5542,Karisa Breitenberg,Vientiane
5543,Janina Mayer,Conakry
5544,Valentin Trantow,Brazzaville
5545,Orval Mitchell,Bujumbura
5546,Jillian Olson,N'Djamena
5547,Chas McLaughlin,Kingstown
5548,Denna O'Keefe,Ashgabat
5549,Dudley Ebert,Valletta
5550,Fumiko Doyle,Reykjavik
5551,Cedrick Lowe,Nairobi
5552,Yaeko Dibbert,Saint George's
5553,Jacqueline Ortiz,Vaduz
5554,Eldon Morar,Monaco
5555,Avery Kuvalis,Dar es Salaam
5556,Jarred Wilderman,Beijing
5557,Patria Douglas,Bissau
5558,Emily Aufderhar,Belgrade
5559,Misty Leuschke,Copenhagen
5560,Maryln Rodriguez,Banjul
5561,Karine Mann,Lusaka
5562,Gertrud Dare,Vatican City
5563,Donte McGlynn,Hanoi
5564,Ferdinand Boehm,Banjul
5565,Cindie Emard,Tunis
5566,Jack Bernhard,Santo Domingo
5567,Jarod Kutch,Dhaka
5568,Moshe Kuhic,Dar es Salaam
5569,Doug Hackett,Brasilia
5570,Yen Bogan,Lome
5571,Rachele Bernhard,Berlin
5572,Hyman Hintz,Belgrade
5573,Everette Dietrich,Yerevan
5574,Sherrill Dooley,Rome
5575,Stacia Rowe,Caracas
5576,Jerrod Schamberger,Port Louis
5577,Jerold Zulauf,Monrovia
5578,Casey Ziemann,Algiers
5579,Patrina Davis,Kinshasa
5580,Jc Schulist,Accra
5581,Charmain Nienow,Dushanbe
5582,Stephania Batz,Asuncion
5583,Bernardina Treutel,Jerusalem
5584,Tomi Howell,Saint George's
5585,Fleta Runolfsdottir,Colombo
5586,Peg Fritsch,Tunis
5587,Buck Wilderman,Islamabad
5588,Darin O'Reilly,Maputo
5589,Refugio Bechtelar,Washington D.C.
5590,Joslyn Gorczany,Moscow
5591,Leontine Koch,Djibouti
5592,Allan Schulist,Bandar Seri Begawan
5593,Horace Stoltenberg,Ottawa
5594,Janetta Spinka,Dhaka
5595,Kesha Simonis,Belgrade
5596,Gudrun Hane,Rome
5597,Sergio Mraz,Kabul
5598,Charleen Howell,Majuro
5599,Mohammed Corwin,Lilongwe
5600,Leslee Ondricka,Maseru
5601,Cletus Kshlerin,Beirut
5602,Arron Dibbert,San Marino
5603,Liberty Carter,Lusaka
5604,Rolande Hodkiewicz,Manama
5605,Enrique Hahn,Pristina
5606,Kristofer Willms,Muscat
5607,Hanh Daniel,Belmopan
5608,Yong Bogan,Conakry
5609,Normand Kovacek,Maputo
5610,George Cassin,Nicosia
5611,Raeann King,Bujumbura
5612,Rufus Hahn,Belgrade
5613,Twila Grady,Nuku'alofa
5614,Brice Spinka,Male
5615,Benny Breitenberg,Damascus
5616,Marc Roberts,Tunis
5617,Maryetta O'Reilly,Jakarta
5618,Zofia Krajcik,London
5619,Thanh Keeling,Khartoum
5620,Albertine Hirthe,San Jose
5621,Herb Gutkowski,Luanda
5622,Rocco Towne,Kingston
5623,Joey Bednar,Brasilia
5624,Kylie Feil,Muscat
5625,Elisha Franecki,Abuja
5626,Hee Harris,New Delhi
5627,Henrietta Satterfield,Canberra
5628,Rich Wuckert,Baku
5629,Erin Miller,Islamabad
5630,Ashlie Kunde,Podgorica
5631,Abe Gerhold,Colombo
5632,Cristi Schneider,Bern
5633,Jeffrey Will,Bridgetown
5634,Wallace Cummings,Mexico City
5635,Cristopher Ruecker,Santo Domingo
5636,Hyman Keebler,Tbilisi
5637,Nicky Langosh,Ottawa
5638,Harvey Russel,Ottawa
5639,Deon Weimann,Vaduz
5640,Cortney Kunde,Khartoum
5641,Arla Pfeffer,Bern
5642,Enrique O'Conner,Port-of-Spain
5643,Lore McLaughlin,Sanaa
5644,Kiyoko Medhurst,Belmopan
5645,Darrick Frami,Port-of-Spain
5646,Ivette O'Connell,Port Louis
5647,Darrel Funk,Prince
5648,Byron Labadie,Paris
5649,Armand Kohler,Basseterre
5650,Randell Kreiger,Beirut
5651,Renato Boyle,Antananarivo
5652,Lindsey Dickinson,Libreville
5653,Cedrick Goodwin,Asuncion
5654,Else Bernhard,Libreville
5655,Tyler Botsford,Dar es Salaam
5656,Stephen Vandervort,Tehran
5657,Bernie Little,Vaduz
5658,Elmo King,Dili
5659,Adrian McLaughlin,Vilnius
5660,Kiersten Nitzsche,Jerusalem
5661,Miquel Veum,Seoul
5662,Lorina Predovic,Singapore
5663,Maragaret Gleichner,Dublin
